student_idx,student_id,intern_idx,internship_id,title,domain,score,rank
4,S00005,136,I00137,DevOps Intern,DevOps,0.6771623492240906,6
4,S00005,50,I00051,Mobile Intern,Mobile,0.6676812767982483,7
4,S00005,135,I00136,Finance Intern,Finance,0.6606770157814026,8
4,S00005,121,I00122,Marketing Intern,Marketing,0.6569867730140686,9
4,S00005,29,I00030,Marketing Intern,Marketing,0.6568101048469543,10
5,S00006,65,I00066,Data Science Intern,Data Science,0.9525576233863831,1
5,S00006,68,I00069,DevOps Intern,DevOps,0.9070974588394165,2
5,S00006,2,I00003,Data Science Intern,Data Science,0.8735597133636475,3
5,S00006,121,I00122,Marketing Intern,Marketing,0.8523983359336853,4
5,S00006,15,I00016,Product Intern,Product,0.820799708366394,5
5,S00006,73,I00074,Data Science Intern,Data Science,0.7769415974617004,6
5,S00006,91,I00092,Data Science Intern,Data Science,0.7325640320777893,7
5,S00006,30,I00031,Finance Intern,Finance,0.7080102562904358,8
5,S00006,29,I00030,Marketing Intern,Marketing,0.7013096809387207,9
5,S00006,26,I00027,Backend Development Intern,Backend Development,0.6947118639945984,10
6,S00007,13,I00014,Data Science Intern,Data Science,0.9086686968803406,1
6,S00007,121,I00122,Marketing Intern,Marketing,0.9079838991165161,2
6,S00007,82,I00083,Mobile Intern,Mobile,0.8920959830284119,3
6,S00007,2,I00003,Data Science Intern,Data Science,0.8523235321044922,4
6,S00007,15,I00016,Product Intern,Product,0.8290432095527649,5
6,S00007,98,I00099,Frontend Design Intern,Frontend Design,0.8257860541343689,6
6,S00007,95,I00096,Finance Intern,Finance,0.8232720494270325,7
6,S00007,139,I00140,Product Intern,Product,0.8151477575302124,8
6,S00007,61,I00062,Finance Intern,Finance,0.814765214920044,9
6,S00007,29,I00030,Marketing Intern,Marketing,0.786922812461853,10
7,S00008,121,I00122,Marketing Intern,Marketing,0.7139192819595337,1
7,S00008,97,I00098,DevOps Intern,DevOps,0.6715863347053528,2
7,S00008,23,I00024,Finance Intern,Finance,0.6532438397407532,3
7,S00008,53,I00054,Marketing Intern,Marketing,0.6384093165397644,4
7,S00008,5,I00006,Data Science Intern,Data Science,0.6355329751968384,5
7,S00008,27,I00028,Finance Intern,Finance,0.6345281600952148,6
7,S00008,85,I00086,Backend Development Intern,Backend Development,0.6281317472457886,7
7,S00008,13,I00014,Data Science Intern,Data Science,0.620132327079773,8
7,S00008,139,I00140,Product Intern,Product,0.5886008739471436,9
7,S00008,101,I00102,Mobile Intern,Mobile,0.5810872912406921,10
8,S00009,97,I00098,DevOps Intern,DevOps,0.8892443776130676,1
8,S00009,23,I00024,Finance Intern,Finance,0.8653268218040466,2
8,S00009,121,I00122,Marketing Intern,Marketing,0.8149509429931641,3
8,S00009,85,I00086,Backend Development Intern,Backend Development,0.7965549230575562,4
8,S00009,3,I00004,Finance Intern,Finance,0.7732135653495789,5
8,S00009,9,I00010,Data Science Intern,Data Science,0.7510411739349365,6
8,S00009,135,I00136,Finance Intern,Finance,0.7291876673698425,7
8,S00009,98,I00099,Frontend Design Intern,Frontend Design,0.6993785500526428,8
8,S00009,101,I00102,Mobile Intern,Mobile,0.652439296245575,9
8,S00009,27,I00028,Finance Intern,Finance,0.6508657932281494,10
9,S00010,97,I00098,DevOps Intern,DevOps,0.9243947863578796,1
9,S00010,15,I00016,Product Intern,Product,0.9045040607452393,2
9,S00010,5,I00006,Data Science Intern,Data Science,0.9015650153160095,3
9,S00010,136,I00137,DevOps Intern,DevOps,0.8183709979057312,4
9,S00010,121,I00122,Marketing Intern,Marketing,0.8138700127601624,5
9,S00010,61,I00062,Finance Intern,Finance,0.8080118298530579,6
9,S00010,119,I00120,Backend Development Intern,Backend Development,0.7871697545051575,7
9,S00010,92,I00093,Marketing Intern,Marketing,0.7679230570793152,8
9,S00010,29,I00030,Marketing Intern,Marketing,0.7311464548110962,9
9,S00010,16,I00017,Frontend Design Intern,Frontend Design,0.7187821865081787,10
10,S00011,98,I00099,Frontend Design Intern,Frontend Design,0.8363358974456787,1
10,S00011,27,I00028,Finance Intern,Finance,0.8083126544952393,2
10,S00011,97,I00098,DevOps Intern,DevOps,0.7755292654037476,3
10,S00011,2,I00003,Data Science Intern,Data Science,0.7691763639450073,4
10,S00011,101,I00102,Mobile Intern,Mobile,0.7644981741905212,5
10,S00011,61,I00062,Finance Intern,Finance,0.7480358481407166,6
10,S00011,139,I00140,Product Intern,Product,0.7383619546890259,7
10,S00011,116,I00117,Backend Development Intern,Backend Development,0.6971418261528015,8
10,S00011,138,I00139,Mobile Intern,Mobile,0.6879852414131165,9
10,S00011,85,I00086,Backend Development Intern,Backend Development,0.6861569881439209,10
11,S00012,2,I00003,Data Science Intern,Data Science,0.9135635495185852,1
11,S00012,68,I00069,DevOps Intern,DevOps,0.8985366225242615,2
11,S00012,121,I00122,Marketing Intern,Marketing,0.8198574781417847,3
11,S00012,15,I00016,Product Intern,Product,0.8096317052841187,4
11,S00012,23,I00024,Finance Intern,Finance,0.6860804557800293,5
11,S00012,27,I00028,Finance Intern,Finance,0.6754761934280396,6
11,S00012,53,I00054,Marketing Intern,Marketing,0.647670328617096,7
11,S00012,97,I00098,DevOps Intern,DevOps,0.6246508359909058,8
11,S00012,101,I00102,Mobile Intern,Mobile,0.589923620223999,9
11,S00012,29,I00030,Marketing Intern,Marketing,0.5869770050048828,10
12,S00013,30,I00031,Finance Intern,Finance,0.7022637724876404,1
12,S00013,116,I00117,Backend Development Intern,Backend Development,0.6959081292152405,2
12,S00013,61,I00062,Finance Intern,Finance,0.6943978071212769,3
12,S00013,23,I00024,Finance Intern,Finance,0.6677263975143433,4
12,S00013,22,I00023,Marketing Intern,Marketing,0.6548152565956116,5
12,S00013,101,I00102,Mobile Intern,Mobile,0.649868905544281,6
12,S00013,139,I00140,Product Intern,Product,0.6492075324058533,7
12,S00013,78,I00079,Finance Intern,Finance,0.6408234238624573,8
12,S00013,136,I00137,DevOps Intern,DevOps,0.6400618553161621,9
12,S00013,15,I00016,Product Intern,Product,0.6296599507331848,10
13,S00014,12,I00013,Backend Development Intern,Backend Development,0.9156608581542969,1
13,S00014,67,I00068,Backend Development Intern,Backend Development,0.9090916514396667,2
13,S00014,98,I00099,Frontend Design Intern,Frontend Design,0.9051737189292908,3
13,S00014,5,I00006,Data Science Intern,Data Science,0.8789544701576233,4
13,S00014,27,I00028,Finance Intern,Finance,0.8666984438896179,5
13,S00014,85,I00086,Backend Development Intern,Backend Development,0.8614339828491211,6
13,S00014,21,I00022,Product Intern,Product,0.830836832523346,7
13,S00014,87,I00088,Marketing Intern,Marketing,0.7942911386489868,8
13,S00014,63,I00064,Mobile Intern,Mobile,0.7665615081787109,9
13,S00014,106,I00107,Marketing Intern,Marketing,0.756284773349762,10
14,S00015,30,I00031,Finance Intern,Finance,0.8942530155181885,1
14,S00015,139,I00140,Product Intern,Product,0.889212429523468,2
14,S00015,119,I00120,Backend Development Intern,Backend Development,0.8844206929206848,3
14,S00015,29,I00030,Marketing Intern,Marketing,0.8710839152336121,4
14,S00015,116,I00117,Backend Development Intern,Backend Development,0.8679724931716919,5
14,S00015,21,I00022,Product Intern,Product,0.8645575046539307,6
14,S00015,78,I00079,Finance Intern,Finance,0.8616724014282227,7
14,S00015,87,I00088,Marketing Intern,Marketing,0.8580343723297119,8
14,S00015,26,I00027,Backend Development Intern,Backend Development,0.8566787242889404,9
14,S00015,82,I00083,Mobile Intern,Mobile,0.8558465838432312,10
15,S00016,13,I00014,Data Science Intern,Data Science,0.9570374488830566,1
15,S00016,98,I00099,Frontend Design Intern,Frontend Design,0.9203235507011414,2
15,S00016,2,I00003,Data Science Intern,Data Science,0.8856748342514038,3
15,S00016,85,I00086,Backend Development Intern,Backend Development,0.8751709461212158,4
15,S00016,53,I00054,Marketing Intern,Marketing,0.868890106678009,5
15,S00016,121,I00122,Marketing Intern,Marketing,0.8674494028091431,6
15,S00016,106,I00107,Marketing Intern,Marketing,0.858892023563385,7
15,S00016,97,I00098,DevOps Intern,DevOps,0.8572510480880737,8
15,S00016,16,I00017,Frontend Design Intern,Frontend Design,0.8314982652664185,9
15,S00016,87,I00088,Marketing Intern,Marketing,0.8106698989868164,10
16,S00017,72,I00073,Mobile Intern,Mobile,0.9318684339523315,1
16,S00017,102,I00103,Backend Development Intern,Backend Development,0.8793010115623474,2
16,S00017,23,I00024,Finance Intern,Finance,0.8175978064537048,3
16,S00017,2,I00003,Data Science Intern,Data Science,0.811548113822937,4
16,S00017,21,I00022,Product Intern,Product,0.73309725522995,5
16,S00017,97,I00098,DevOps Intern,DevOps,0.7195103168487549,6
16,S00017,121,I00122,Marketing Intern,Marketing,0.7155107259750366,7
16,S00017,67,I00068,Backend Development Intern,Backend Development,0.7077975273132324,8
16,S00017,111,I00112,Frontend Design Intern,Frontend Design,0.7039511799812317,9
16,S00017,136,I00137,DevOps Intern,DevOps,0.7029600143432617,10
17,S00018,15,I00016,Product Intern,Product,0.8563213348388672,1
17,S00018,13,I00014,Data Science Intern,Data Science,0.8361442685127258,2
17,S00018,23,I00024,Finance Intern,Finance,0.8181160092353821,3
17,S00018,139,I00140,Product Intern,Product,0.8022392988204956,4
17,S00018,27,I00028,Finance Intern,Finance,0.7955541014671326,5
17,S00018,53,I00054,Marketing Intern,Marketing,0.7857804298400879,6
17,S00018,106,I00107,Marketing Intern,Marketing,0.7608484625816345,7
17,S00018,101,I00102,Mobile Intern,Mobile,0.7568003535270691,8
17,S00018,81,I00082,Frontend Design Intern,Frontend Design,0.7550331950187683,9
17,S00018,2,I00003,Data Science Intern,Data Science,0.7169872522354126,10
18,S00019,5,I00006,Data Science Intern,Data Science,0.6581568121910095,1
18,S00019,136,I00137,DevOps Intern,DevOps,0.6428298354148865,2
18,S00019,121,I00122,Marketing Intern,Marketing,0.6407259702682495,3
18,S00019,62,I00063,Product Intern,Product,0.6357993483543396,4
18,S00019,29,I00030,Marketing Intern,Marketing,0.5857251882553101,5
18,S00019,30,I00031,Finance Intern,Finance,0.5597454905509949,6
18,S00019,16,I00017,Frontend Design Intern,Frontend Design,0.5595694780349731,7
18,S00019,98,I00099,Frontend Design Intern,Frontend Design,0.4970257580280304,8
18,S00019,23,I00024,Finance Intern,Finance,0.49692004919052124,9
18,S00019,119,I00120,Backend Development Intern,Backend Development,0.4865853488445282,10
19,S00020,87,I00088,Marketing Intern,Marketing,0.9306926131248474,1
19,S00020,106,I00107,Marketing Intern,Marketing,0.7930474877357483,2
19,S00020,137,I00138,Frontend Design Intern,Frontend Design,0.7884320616722107,3
19,S00020,113,I00114,Product Intern,Product,0.7730133533477783,4
19,S00020,2,I00003,Data Science Intern,Data Science,0.7625205516815186,5
19,S00020,30,I00031,Finance Intern,Finance,0.6851459741592407,6
19,S00020,13,I00014,Data Science Intern,Data Science,0.6846330761909485,7
19,S00020,116,I00117,Backend Development Intern,Backend Development,0.6630451083183289,8
19,S00020,21,I00022,Product Intern,Product,0.6627357006072998,9
19,S00020,65,I00066,Data Science Intern,Data Science,0.6600109338760376,10
20,S00021,13,I00014,Data Science Intern,Data Science,0.9061172604560852,1
20,S00021,136,I00137,DevOps Intern,DevOps,0.8951737880706787,2
20,S00021,61,I00062,Finance Intern,Finance,0.8910377025604248,3
20,S00021,101,I00102,Mobile Intern,Mobile,0.8616144061088562,4
20,S00021,27,I00028,Finance Intern,Finance,0.8601822853088379,5
20,S00021,23,I00024,Finance Intern,Finance,0.8597697615623474,6
20,S00021,98,I00099,Frontend Design Intern,Frontend Design,0.8579370975494385,7
20,S00021,139,I00140,Product Intern,Product,0.8502485752105713,8
20,S00021,5,I00006,Data Science Intern,Data Science,0.848366916179657,9
20,S00021,78,I00079,Finance Intern,Finance,0.838818371295929,10
21,S00022,116,I00117,Backend Development Intern,Backend Development,0.9675986766815186,1
21,S00022,101,I00102,Mobile Intern,Mobile,0.8270480632781982,2
21,S00022,85,I00086,Backend Development Intern,Backend Development,0.6875253915786743,3
21,S00022,23,I00024,Finance Intern,Finance,0.6733660101890564,4
21,S00022,139,I00140,Product Intern,Product,0.6640195250511169,5
21,S00022,27,I00028,Finance Intern,Finance,0.6611147522926331,6
21,S00022,121,I00122,Marketing Intern,Marketing,0.6367311477661133,7
21,S00022,61,I00062,Finance Intern,Finance,0.6190484762191772,8
21,S00022,15,I00016,Product Intern,Product,0.6077097058296204,9
21,S00022,2,I00003,Data Science Intern,Data Science,0.5802338719367981,10
22,S00023,5,I00006,Data Science Intern,Data Science,0.8271861672401428,1
22,S00023,16,I00017,Frontend Design Intern,Frontend Design,0.7381542921066284,2
22,S00023,97,I00098,DevOps Intern,DevOps,0.6942222118377686,3
22,S00023,121,I00122,Marketing Intern,Marketing,0.6867619752883911,4
22,S00023,15,I00016,Product Intern,Product,0.6777991652488708,5
22,S00023,139,I00140,Product Intern,Product,0.6763176918029785,6
22,S00023,136,I00137,DevOps Intern,DevOps,0.6689502000808716,7
22,S00023,85,I00086,Backend Development Intern,Backend Development,0.6578879952430725,8
22,S00023,98,I00099,Frontend Design Intern,Frontend Design,0.6575406193733215,9
22,S00023,119,I00120,Backend Development Intern,Backend Development,0.6495217084884644,10
23,S00024,139,I00140,Product Intern,Product,0.8890435099601746,1
23,S00024,136,I00137,DevOps Intern,DevOps,0.8825567960739136,2
23,S00024,87,I00088,Marketing Intern,Marketing,0.8804271221160889,3
23,S00024,21,I00022,Product Intern,Product,0.8746809363365173,4
23,S00024,119,I00120,Backend Development Intern,Backend Development,0.8694895505905151,5
23,S00024,67,I00068,Backend Development Intern,Backend Development,0.8593522906303406,6
23,S00024,16,I00017,Frontend Design Intern,Frontend Design,0.8411296606063843,7
23,S00024,53,I00054,Marketing Intern,Marketing,0.835948646068573,8
23,S00024,82,I00083,Mobile Intern,Mobile,0.8308249115943909,9
23,S00024,2,I00003,Data Science Intern,Data Science,0.8172566294670105,10
24,S00025,13,I00014,Data Science Intern,Data Science,0.9345620274543762,1
24,S00025,5,I00006,Data Science Intern,Data Science,0.9196887016296387,2
24,S00025,22,I00023,Marketing Intern,Marketing,0.9019388556480408,3
24,S00025,65,I00066,Data Science Intern,Data Science,0.8763447999954224,4
24,S00025,29,I00030,Marketing Intern,Marketing,0.8541486263275146,5
24,S00025,30,I00031,Finance Intern,Finance,0.821212112903595,6
24,S00025,106,I00107,Marketing Intern,Marketing,0.8016390800476074,7
24,S00025,87,I00088,Marketing Intern,Marketing,0.7995874285697937,8
24,S00025,2,I00003,Data Science Intern,Data Science,0.7972524166107178,9
24,S00025,3,I00004,Finance Intern,Finance,0.792931318283081,10
25,S00026,135,I00136,Finance Intern,Finance,0.9481292963027954,1
25,S00026,117,I00118,Product Intern,Product,0.9388598203659058,2
25,S00026,98,I00099,Frontend Design Intern,Frontend Design,0.9196129441261292,3
25,S00026,22,I00023,Marketing Intern,Marketing,0.8962827920913696,4
25,S00026,29,I00030,Marketing Intern,Marketing,0.8896542191505432,5
25,S00026,27,I00028,Finance Intern,Finance,0.886082112789154,6
25,S00026,67,I00068,Backend Development Intern,Backend Development,0.8692324757575989,7
25,S00026,101,I00102,Mobile Intern,Mobile,0.866412341594696,8
25,S00026,97,I00098,DevOps Intern,DevOps,0.8566804528236389,9
25,S00026,68,I00069,DevOps Intern,DevOps,0.8287182450294495,10
26,S00027,30,I00031,Finance Intern,Finance,0.9762573838233948,1
26,S00027,98,I00099,Frontend Design Intern,Frontend Design,0.9205771684646606,2
26,S00027,5,I00006,Data Science Intern,Data Science,0.9131190776824951,3
26,S00027,21,I00022,Product Intern,Product,0.8642761707305908,4
26,S00027,119,I00120,Backend Development Intern,Backend Development,0.8490751385688782,5
26,S00027,3,I00004,Finance Intern,Finance,0.8209186792373657,6
26,S00027,67,I00068,Backend Development Intern,Backend Development,0.8161317110061646,7
26,S00027,136,I00137,DevOps Intern,DevOps,0.8153733015060425,8
26,S00027,29,I00030,Marketing Intern,Marketing,0.8058522939682007,9
26,S00027,97,I00098,DevOps Intern,DevOps,0.8018447160720825,10
27,S00028,139,I00140,Product Intern,Product,0.7104625105857849,1
27,S00028,98,I00099,Frontend Design Intern,Frontend Design,0.6781418919563293,2
27,S00028,121,I00122,Marketing Intern,Marketing,0.6581514477729797,3
27,S00028,24,I00025,Product Intern,Product,0.6455379724502563,4
27,S00028,16,I00017,Frontend Design Intern,Frontend Design,0.6369338035583496,5
27,S00028,119,I00120,Backend Development Intern,Backend Development,0.6337770223617554,6
27,S00028,3,I00004,Finance Intern,Finance,0.6301937699317932,7
27,S00028,29,I00030,Marketing Intern,Marketing,0.6107670664787292,8
27,S00028,50,I00051,Mobile Intern,Mobile,0.5828496217727661,9
27,S00028,27,I00028,Finance Intern,Finance,0.5637970566749573,10
28,S00029,8,I00009,Marketing Intern,Marketing,0.8023191094398499,1
28,S00029,26,I00027,Backend Development Intern,Backend Development,0.7943449020385742,2
28,S00029,106,I00107,Marketing Intern,Marketing,0.7893983721733093,3
28,S00029,82,I00083,Mobile Intern,Mobile,0.7610747814178467,4
28,S00029,78,I00079,Finance Intern,Finance,0.7366547584533691,5
28,S00029,12,I00013,Backend Development Intern,Backend Development,0.7243857979774475,6
28,S00029,13,I00014,Data Science Intern,Data Science,0.7210400104522705,7
28,S00029,2,I00003,Data Science Intern,Data Science,0.7165904641151428,8
28,S00029,130,I00131,Product Intern,Product,0.6947320103645325,9
28,S00029,5,I00006,Data Science Intern,Data Science,0.6929117441177368,10
29,S00030,2,I00003,Data Science Intern,Data Science,0.9050061106681824,1
29,S00030,121,I00122,Marketing Intern,Marketing,0.8402759432792664,2
29,S00030,68,I00069,DevOps Intern,DevOps,0.8072740435600281,3
29,S00030,67,I00068,Backend Development Intern,Backend Development,0.7295284271240234,4
29,S00030,22,I00023,Marketing Intern,Marketing,0.7073979377746582,5
29,S00030,16,I00017,Frontend Design Intern,Frontend Design,0.6933100819587708,6
29,S00030,87,I00088,Marketing Intern,Marketing,0.6924679279327393,7
29,S00030,139,I00140,Product Intern,Product,0.6885303258895874,8
29,S00030,116,I00117,Backend Development Intern,Backend Development,0.6815025806427002,9
29,S00030,23,I00024,Finance Intern,Finance,0.6798924803733826,10
30,S00031,121,I00122,Marketing Intern,Marketing,0.8547419905662537,1
30,S00031,119,I00120,Backend Development Intern,Backend Development,0.8127113580703735,2
30,S00031,5,I00006,Data Science Intern,Data Science,0.7952719926834106,3
30,S00031,16,I00017,Frontend Design Intern,Frontend Design,0.7637979984283447,4
30,S00031,3,I00004,Finance Intern,Finance,0.7478166222572327,5
30,S00031,29,I00030,Marketing Intern,Marketing,0.7062135934829712,6
30,S00031,135,I00136,Finance Intern,Finance,0.6919741630554199,7
30,S00031,15,I00016,Product Intern,Product,0.681377649307251,8
30,S00031,98,I00099,Frontend Design Intern,Frontend Design,0.6757032871246338,9
30,S00031,23,I00024,Finance Intern,Finance,0.6717557907104492,10
31,S00032,21,I00022,Product Intern,Product,0.9470736384391785,1
31,S00032,2,I00003,Data Science Intern,Data Science,0.9309957027435303,2
31,S00032,22,I00023,Marketing Intern,Marketing,0.9154428243637085,3
31,S00032,136,I00137,DevOps Intern,DevOps,0.9054945707321167,4
31,S00032,121,I00122,Marketing Intern,Marketing,0.9027531147003174,5
31,S00032,5,I00006,Data Science Intern,Data Science,0.8974377512931824,6
31,S00032,61,I00062,Finance Intern,Finance,0.8934348225593567,7
31,S00032,23,I00024,Finance Intern,Finance,0.8912909626960754,8
31,S00032,67,I00068,Backend Development Intern,Backend Development,0.8907772898674011,9
31,S00032,26,I00027,Backend Development Intern,Backend Development,0.8831050992012024,10
32,S00033,65,I00066,Data Science Intern,Data Science,0.9734800457954407,1
32,S00033,117,I00118,Product Intern,Product,0.9663803577423096,2
32,S00033,106,I00107,Marketing Intern,Marketing,0.9297404885292053,3
32,S00033,91,I00092,Data Science Intern,Data Science,0.9260045289993286,4
32,S00033,98,I00099,Frontend Design Intern,Frontend Design,0.9119430780410767,5
32,S00033,93,I00094,Finance Intern,Finance,0.9085409641265869,6
32,S00033,62,I00063,Product Intern,Product,0.897562563419342,7
32,S00033,87,I00088,Marketing Intern,Marketing,0.8958079814910889,8
32,S00033,82,I00083,Mobile Intern,Mobile,0.8917273879051208,9
32,S00033,13,I00014,Data Science Intern,Data Science,0.8482347726821899,10
33,S00034,98,I00099,Frontend Design Intern,Frontend Design,0.8666455149650574,1
33,S00034,29,I00030,Marketing Intern,Marketing,0.8321009874343872,2
33,S00034,95,I00096,Finance Intern,Finance,0.7640872597694397,3
33,S00034,81,I00082,Frontend Design Intern,Frontend Design,0.752835214138031,4
33,S00034,135,I00136,Finance Intern,Finance,0.7350565791130066,5
33,S00034,27,I00028,Finance Intern,Finance,0.7101688981056213,6
33,S00034,2,I00003,Data Science Intern,Data Science,0.6924170255661011,7
33,S00034,77,I00078,Backend Development Intern,Backend Development,0.6880982518196106,8
33,S00034,12,I00013,Backend Development Intern,Backend Development,0.6761757731437683,9
33,S00034,139,I00140,Product Intern,Product,0.6736871600151062,10
34,S00035,30,I00031,Finance Intern,Finance,0.9131717085838318,1
34,S00035,23,I00024,Finance Intern,Finance,0.834732711315155,2
34,S00035,2,I00003,Data Science Intern,Data Science,0.7990842461585999,3
34,S00035,139,I00140,Product Intern,Product,0.7230085730552673,4
34,S00035,3,I00004,Finance Intern,Finance,0.7061379551887512,5
34,S00035,29,I00030,Marketing Intern,Marketing,0.702960193157196,6
34,S00035,98,I00099,Frontend Design Intern,Frontend Design,0.7013688683509827,7
34,S00035,15,I00016,Product Intern,Product,0.677383542060852,8
34,S00035,13,I00014,Data Science Intern,Data Science,0.6576753258705139,9
34,S00035,97,I00098,DevOps Intern,DevOps,0.6551576852798462,10
35,S00036,5,I00006,Data Science Intern,Data Science,0.8211989998817444,1
35,S00036,85,I00086,Backend Development Intern,Backend Development,0.6576730012893677,2
35,S00036,101,I00102,Mobile Intern,Mobile,0.6414836645126343,3
35,S00036,97,I00098,DevOps Intern,DevOps,0.636388897895813,4
35,S00036,23,I00024,Finance Intern,Finance,0.6338003873825073,5
35,S00036,53,I00054,Marketing Intern,Marketing,0.6266791224479675,6
35,S00036,3,I00004,Finance Intern,Finance,0.624606192111969,7
35,S00036,116,I00117,Backend Development Intern,Backend Development,0.5865939855575562,8
35,S00036,27,I00028,Finance Intern,Finance,0.5852088928222656,9
35,S00036,67,I00068,Backend Development Intern,Backend Development,0.5837848782539368,10
36,S00037,6,I00007,Data Science Intern,Data Science,0.759189784526825,1
36,S00037,119,I00120,Backend Development Intern,Backend Development,0.668663501739502,2
36,S00037,23,I00024,Finance Intern,Finance,0.6616100668907166,3
36,S00037,30,I00031,Finance Intern,Finance,0.6584102511405945,4
36,S00037,139,I00140,Product Intern,Product,0.656969428062439,5
36,S00037,16,I00017,Frontend Design Intern,Frontend Design,0.6563552618026733,6
36,S00037,3,I00004,Finance Intern,Finance,0.6547061204910278,7
36,S00037,22,I00023,Marketing Intern,Marketing,0.6456598043441772,8
36,S00037,50,I00051,Mobile Intern,Mobile,0.6429444551467896,9
36,S00037,85,I00086,Backend Development Intern,Backend Development,0.6405084133148193,10
37,S00038,97,I00098,DevOps Intern,DevOps,0.8554327487945557,1
37,S00038,61,I00062,Finance Intern,Finance,0.8067995309829712,2
37,S00038,98,I00099,Frontend Design Intern,Frontend Design,0.7931027412414551,3
37,S00038,27,I00028,Finance Intern,Finance,0.7426041960716248,4
37,S00038,119,I00120,Backend Development Intern,Backend Development,0.7263142466545105,5
37,S00038,93,I00094,Finance Intern,Finance,0.6905006170272827,6
37,S00038,85,I00086,Backend Development Intern,Backend Development,0.6800720691680908,7
37,S00038,5,I00006,Data Science Intern,Data Science,0.6795825958251953,8
37,S00038,65,I00066,Data Science Intern,Data Science,0.6718407869338989,9
37,S00038,106,I00107,Marketing Intern,Marketing,0.6602784991264343,10
38,S00039,61,I00062,Finance Intern,Finance,0.9366378784179688,1
38,S00039,5,I00006,Data Science Intern,Data Science,0.895972490310669,2
38,S00039,83,I00084,Data Science Intern,Data Science,0.8937000632286072,3
38,S00039,13,I00014,Data Science Intern,Data Science,0.8752376437187195,4
38,S00039,65,I00066,Data Science Intern,Data Science,0.8679755330085754,5
38,S00039,93,I00094,Finance Intern,Finance,0.8544804453849792,6
38,S00039,98,I00099,Frontend Design Intern,Frontend Design,0.8360825181007385,7
38,S00039,85,I00086,Backend Development Intern,Backend Development,0.8122029304504395,8
38,S00039,119,I00120,Backend Development Intern,Backend Development,0.7719107270240784,9
38,S00039,3,I00004,Finance Intern,Finance,0.7534837126731873,10
39,S00040,13,I00014,Data Science Intern,Data Science,0.9042273163795471,1
